dataset	family	split	model	rowcap	n_samples	n_features	mse	rmse	mae	r2	mse_original	rmse_original	mae_original	r2_original	rounded_consistency
gsm8k-000192	GSM8K	ood	tabpfn2	32	32	39	19.53074073791504	4.419359765612553	3.910228967666626	-3.2244925498962402	70023.9765625	264.6204386711276	234.1349334716797	-3.224492073059082	0.0
gsm8k-000208	GSM8K	ood	tabpfn2	32	32	29	5.6129584312438965	2.3691682994764	1.94828200340271	-1.188875675201416	54786.22265625	234.06456941675305	192.48265075683594	-1.1888759136199951	0.0
gsm8k-000212	GSM8K	ood	tabpfn2	32	32	12	1.970030426979065	1.4035777238824592	1.36623215675354	0.18986868858337402	104.49041748046875	10.222055443034378	9.9500732421875	0.18986862897872925	0.0
gsm8k-000218	GSM8K	ood	tabpfn2	32	32	39	2.5768253803253174	1.6052493203005311	1.333713412284851	-3.1586594581604004	586.6256103515625	24.220355289540294	20.123363494873047	-3.1586594581604004	0.0
gsm8k-000224	GSM8K	ood	tabpfn2	32	32	35	8.820416450500488	2.9699185932446848	2.5060527324676514	-2.0456619262695312	30496.146484375	174.63145903408986	147.35610961914062	-2.045661449432373	0.0
gsm8k-000297	GSM8K	ood	tabpfn2	32	32	44	1.3526231050491333	1.1630232607515352	1.1135231256484985	-5.28003454208374	913.0401000976562	30.2165534119571	28.93048667907715	-5.280034065246582	0.0
gsm8k-000313	GSM8K	ood	tabpfn2	32	32	43	29.841142654418945	5.462704701374489	5.24703311920166	-12.018325805664062	2907764948992.0	1705216.9800327464	1637893.75	-12.018329620361328	0.0
gsm8k-000337	GSM8K	ood	tabpfn2	32	32	18	6.6214447021484375	2.573216800455888	2.008568048477173	-3.429940700531006	3339.814208984375	57.79112569404039	45.109840393066406	-3.429941177368164	0.0
gsm8k-000348	GSM8K	ood	tabpfn2	32	32	30	4.499224662780762	2.1211375869520492	2.0379350185394287	-20.1236515045166	560.4234619140625	23.67326470755697	22.74466896057129	-20.123653411865234	0.0
gsm8k-000361	GSM8K	ood	tabpfn2	32	32	40	0.9499911069869995	0.9746748724508083	0.9489685893058777	-49.542728424072266	171.2264404296875	13.085352132429891	12.740236282348633	-49.542747497558594	0.0
gsm8k-000409	GSM8K	ood	tabpfn2	32	32	49	5.465956687927246	2.3379385552078236	2.1669251918792725	-2.118882656097412	208491544576.0	456608.74342920765	423209.1875	-2.118882656097412	0.0
gsm8k-000420	GSM8K	ood	tabpfn2	32	32	21	0.3545125424861908	0.5954095586117095	0.5100823640823364	0.19262617826461792	122881944.0	11085.21285316615	9496.607421875	0.19262629747390747	0.0
gsm8k-000473	GSM8K	ood	tabpfn2	32	32	24	70.51829528808594	8.397517209752293	6.690617084503174	-1.721421480178833	2962.387451171875	54.42781872509567	43.36468505859375	-1.721421480178833	0.0
gsm8k-000509	GSM8K	ood	tabpfn2	32	32	27	0.9860925078392029	0.9930219070288444	0.9146779179573059	-3.617791175842285	134.57562255859375	11.600673366602205	10.685441970825195	-3.617791175842285	0.0
gsm8k-000534	GSM8K	ood	tabpfn2	32	32	32	1.3877143859863281	1.1780128972071267	0.9040927886962891	-0.15755975246429443	37700.6796875	194.16662866594763	149.01760864257812	-0.15755963325500488	0.0
gsm8k-000539	GSM8K	ood	tabpfn2	32	32	22	7.246907711029053	2.6920081186781464	2.192586660385132	-2.597123622894287	137584.8125	370.9242678768808	302.1103820800781	-2.597123384475708	0.0
gsm8k-000568	GSM8K	ood	tabpfn2	32	32	28	0.6409987807273865	0.8006239945988295	0.52837073802948	0.21578258275985718	3233.15234375	56.86081553891045	37.52521896362305	0.21578264236450195	0.0
gsm8k-000575	GSM8K	ood	tabpfn2	32	32	33	3.0686304569244385	1.751750683437697	1.5871498584747314	-3.019918918609619	54944.53515625	234.40250671921152	212.377197265625	-3.0199193954467773	0.0
gsm8k-000576	GSM8K	ood	tabpfn2	32	32	49	2.855912923812866	1.68994465110928	1.5899183750152588	-5.004756927490234	162531376.0	12748.779392553626	11994.1904296875	-5.004757881164551	0.0
gsm8k-000591	GSM8K	ood	tabpfn2	32	32	42	16.57846450805664	4.071666060479007	3.465669870376587	-0.4886895418167114	271024800.0	16462.83086227882	14012.626953125	-0.4886893033981323	0.0
gsm8k-000604	GSM8K	ood	tabpfn2	32	32	36	2.455524206161499	1.5670112335785915	1.5452536344528198	-148.01815795898438	541.3311157226562	23.266523498852514	22.943470001220703	-148.0181121826172	0.0
gsm8k-000639	GSM8K	ood	tabpfn2	32	32	34	12.810384750366211	3.5791597827375927	3.2441012859344482	-4.215395450592041	1506478.625	1227.3869092507057	1112.4866943359375	-4.215394973754883	0.0
gsm8k-000641	GSM8K	ood	tabpfn2	32	32	28	0.10822682827711105	0.3289784617222092	0.28527551889419556	0.12499785423278809	1875863424.0	43311.23900328874	37557.58984375	0.12499845027923584	0.0
gsm8k-000642	GSM8K	ood	tabpfn2	32	32	52	27.245479583740234	5.219720259146101	3.5708982944488525	-0.4299027919769287	104568692736.0	323370.82851735404	221223.390625	-0.42990267276763916	0.0
gsm8k-000670	GSM8K	ood	tabpfn2	32	32	28	0.2718106806278229	0.5213546591599838	0.4170469641685486	0.1262916922569275	3.494832754135132	1.8694471787496783	1.4954259395599365	0.12629181146621704	0.2857142857142857
gsm8k-000705	GSM8K	ood	tabpfn2	32	32	29	2.338671922683716	1.5292716968164015	1.3019448518753052	-0.9002940654754639	2426556.5	1557.740832102696	1326.1822509765625	-0.9002941846847534	0.0
gsm8k-000710	GSM8K	ood	tabpfn2	32	32	58	9.624338150024414	3.1023117428821387	3.0208370685577393	-14.758448600769043	70056.734375	264.6823272812146	257.7310485839844	-14.75844955444336	0.0
gsm8k-000720	GSM8K	ood	tabpfn2	32	32	28	1.6714850664138794	1.292859260095189	1.1786822080612183	-2.400520086288452	32.89482498168945	5.735401030589705	5.228886604309082	-2.400519609451294	0.0
gsm8k-000728	GSM8K	ood	tabpfn2	32	32	36	1.4611053466796875	1.2087619065306814	0.981840968132019	-1.701845645904541	366.6789855957031	19.148863819968618	15.554047584533691	-1.7018451690673828	0.0
gsm8k-000734	GSM8K	ood	tabpfn2	32	32	37	0.6074351072311401	0.7793812335636137	0.7160852551460266	-5.741425037384033	21.18733024597168	4.602969720297069	4.2291483879089355	-5.7414231300354	0.0
gsm8k-000759	GSM8K	ood	tabpfn2	32	32	28	53.37461471557617	7.3057932297305115	6.7855224609375	-1.0695335865020752	839729545216.0	916367.5819320541	851109.9375	-1.0695335865020752	0.0
gsm8k-000765	GSM8K	ood	tabpfn2	32	32	15	0.11241744458675385	0.3352871076954106	0.2478802651166916	-0.13883185386657715	26783.935546875	163.65798344986106	120.99358367919922	-0.13883209228515625	0.0
gsm8k-000776	GSM8K	ood	tabpfn2	32	32	15	8.31338119506836	2.8832934632236724	2.188835620880127	-2.741205930709839	1904530.0	1380.0471006454816	1047.6549072265625	-2.7412054538726807	0.0
gsm8k-000785	GSM8K	ood	tabpfn2	32	32	45	33.34442901611328	5.774463526260537	3.8784217834472656	0.20061397552490234	4521202.5	2126.311947951194	1428.138671875	0.20061397552490234	0.0
gsm8k-000792	GSM8K	ood	tabpfn2	32	32	27	11.77265453338623	3.4311302122458467	2.7844979763031006	-1.1464295387268066	289358.0	537.9200684116554	436.5433044433594	-1.1464300155639648	0.0
gsm8k-000800	GSM8K	ood	tabpfn2	32	32	18	0.0006373399519361556	0.02524559272301119	0.019118359312415123	0.9929623007774353	93.78052520751953	9.684034552164688	7.333670616149902	0.9929623603820801	0.0
gsm8k-000812	GSM8K	ood	tabpfn2	32	32	66	7.171955108642578	2.6780506172667047	2.5781993865966797	-14.64238166809082	5266.6943359375	72.57199415709547	69.86614227294922	-14.642383575439453	0.0
gsm8k-000819	GSM8K	ood	tabpfn2	32	32	22	1.643355369567871	1.2819342298136325	1.2618976831436157	-10.179443359375	5787575.5	2405.7380364453647	2368.13671875	-10.179444313049316	0.0
gsm8k-000823	GSM8K	ood	tabpfn2	32	32	27	0.33039042353630066	0.5747959842729424	0.5092279314994812	-2.7161476612091064	111.93946838378906	10.580145007691957	9.373250007629395	-2.7161476612091064	0.0
gsm8k-000844	GSM8K	ood	tabpfn2	32	32	41	8.886178970336914	2.9809694681993832	1.7509578466415405	-0.15734219551086426	869708.9375	932.5818663795689	547.7786865234375	-0.15734219551086426	0.0
gsm8k-000849	GSM8K	ood	tabpfn2	32	32	23	4.963928699493408	2.227987589618355	1.974307656288147	-1.6413252353668213	558166.0625	747.1051214521287	662.0393676757812	-1.6413249969482422	0.0
gsm8k-000851	GSM8K	ood	tabpfn2	32	32	15	0.7383313775062561	0.8592621122255165	0.6091645359992981	-14.1961088180542	3240.802490234375	56.9280466047657	40.3585205078125	-14.196107864379883	0.0
gsm8k-000881	GSM8K	ood	tabpfn2	32	32	24	3.308004140853882	1.818791945455522	1.3554553985595703	-0.6811389923095703	3039.362060546875	55.130409580801	41.085960388183594	-0.6811391115188599	0.0
gsm8k-000887	GSM8K	ood	tabpfn2	32	32	43	2.2788984775543213	1.5096020924582483	1.2478543519973755	-1.0457813739776611	1206.343017578125	34.73244905816642	28.710241317749023	-1.0457813739776611	0.0
gsm8k-000900	GSM8K	ood	tabpfn2	32	32	25	0.009613667614758015	0.09804931215851549	0.06604676693677902	0.9219138622283936	4.382382869720459	2.093414165835432	1.4101409912109375	0.9219139218330383	0.42857142857142855
gsm8k-000905	GSM8K	ood	tabpfn2	32	32	27	0.06074734404683113	0.24646976294635237	0.18972821533679962	0.5863549709320068	0.5740385055541992	0.7576532884863625	0.5832285284996033	0.5863546133041382	0.5714285714285714
gsm8k-000919	GSM8K	ood	tabpfn2	32	32	22	13.051285743713379	3.61265632792733	3.3475356101989746	-6.131869792938232	61050668.0	7813.492688932396	7240.08642578125	-6.131869316101074	0.0
gsm8k-000926	GSM8K	ood	tabpfn2	32	32	84	4.795345783233643	2.1898277976210005	2.1896986961364746	0.0	3.069021224975586	1.7518622163217021	1.7517588138580322	0.0	0.0
gsm8k-000929	GSM8K	ood	tabpfn2	32	32	34	10.561857223510742	3.2499011098048416	3.028702974319458	-7.659420967102051	68268.0546875	261.2815620886786	243.49794006347656	-7.659421920776367	0.0
gsm8k-000942	GSM8K	ood	tabpfn2	32	32	26	0.7981372475624084	0.8933852738669965	0.8250353932380676	-2.880352258682251	41709.83203125	204.22985097984574	188.60488891601562	-2.88035249710083	0.0
gsm8k-000944	GSM8K	ood	tabpfn2	32	32	41	6.018469333648682	2.4532568829310724	2.4393277168273926	-52.972373962402344	52883.70703125	229.96457777503474	228.65890502929688	-52.972373962402344	0.0
gsm8k-000947	GSM8K	ood	tabpfn2	32	32	29	0.5631593465805054	0.7504394356512092	0.5818649530410767	-0.04939126968383789	67.16104888916016	8.195184493906172	6.354263782501221	-0.04939138889312744	0.0
gsm8k-000958	GSM8K	ood	tabpfn2	32	32	19	0.5403193235397339	0.7350641628726936	0.6711651682853699	-1.2929213047027588	149741.734375	386.96477149089424	353.3259582519531	-1.2929203510284424	0.0
gsm8k-000960	GSM8K	ood	tabpfn2	32	32	40	2.2711405754089355	1.5070303830410772	1.390411138534546	-1.8808391094207764	617.2052612304688	24.84361610616435	22.921131134033203	-1.8808400630950928	0.0
gsm8k-000967	GSM8K	ood	tabpfn2	32	32	23	0.34383895993232727	0.5863778303554179	0.41385337710380554	0.5537581443786621	1782.800048828125	42.22321694077945	29.80027198791504	0.5537581443786621	0.0
gsm8k-000969	GSM8K	ood	tabpfn2	32	32	50	2.302433490753174	1.5173771748491454	1.4617780447006226	-4.503328800201416	6723742.5	2593.018029247001	2498.005615234375	-4.503327369689941	0.0
gsm8k-000973	GSM8K	ood	tabpfn2	32	32	32	0.4888923168182373	0.6992083500775983	0.665436863899231	-5.024948596954346	611.8397216796875	24.735394108032473	23.54068374633789	-5.024948596954346	0.0
gsm8k-000989	GSM8K	ood	tabpfn2	32	32	32	2.891735076904297	1.7005102401644916	1.6340464353561401	-6.7428669929504395	8297.826171875	91.0924045784005	87.5320816040039	-6.7428669929504395	0.0
gsm8k-001002	GSM8K	ood	tabpfn2	32	32	44	6.069302558898926	2.4635954535797726	2.2281863689422607	-1.6006953716278076	7388.09912109375	85.95405238319918	77.74070739746094	-1.6006958484649658	0.0
gsm8k-001023	GSM8K	ood	tabpfn2	32	32	36	1.5474987030029297	1.2439850091552267	1.0898321866989136	-0.38212788105010986	5030.9462890625	70.9291638824433	62.13972091674805	-0.38212811946868896	0.0
gsm8k-001031	GSM8K	ood	tabpfn2	32	32	25	0.39344653487205505	0.6272531664902578	0.43841904401779175	-16.23275375366211	4.220264911651611	2.0543283358926856	1.4358742237091064	-16.23274803161621	0.2857142857142857
gsm8k-001048	GSM8K	ood	tabpfn2	32	32	30	8.815999031066895	2.96917480641792	2.8750569820404053	-9.988388061523438	1951621888.0	44177.164780008236	42776.8203125	-9.988389015197754	0.0
gsm8k-001051	GSM8K	ood	tabpfn2	32	32	26	2.1112115383148193	1.4530008734735225	1.23008131980896	-0.5618886947631836	40474.27734375	201.18219937099306	170.31678771972656	-0.5618889331817627	0.0
gsm8k-001073	GSM8K	ood	tabpfn2	32	32	34	0.6626980900764465	0.81406270647687	0.726145327091217	-2.781496047973633	55.56483840942383	7.454182611757229	6.649143695831299	-2.7814955711364746	0.0
gsm8k-001089	GSM8K	ood	tabpfn2	32	32	41	29.64552879333496	5.444770775095583	4.200453281402588	0.18368279933929443	366494.65625	605.3880212310117	467.0359802246094	0.1836828589439392	0.0
gsm8k-001091	GSM8K	ood	tabpfn2	32	32	29	5.905332088470459	2.430088905466312	2.371015787124634	-8.649298667907715	107800976.0	10382.724883189383	10130.3310546875	-8.649295806884766	0.0
gsm8k-001095	GSM8K	ood	tabpfn2	32	32	30	3.0607147216796875	1.7494898461207735	1.2950352430343628	-0.2526332139968872	441917.5	664.7687567868995	492.0856628417969	-0.2526332139968872	0.0
gsm8k-001116	GSM8K	ood	tabpfn2	32	32	16	0.17198707163333893	0.41471324024359163	0.3181461691856384	0.522923469543457	4592.12255859375	67.76520167898676	51.98590087890625	0.5229237079620361	0.14285714285714285
gsm8k-001128	GSM8K	ood	tabpfn2	32	32	25	0.4866063594818115	0.6975717593780668	0.49572035670280457	0.051257312297821045	38.95654296875	6.2415176815218585	4.43545389175415	0.051257193088531494	0.14285714285714285
gsm8k-001129	GSM8K	ood	tabpfn2	32	32	29	0.4846636950969696	0.6961779191391879	0.6030817031860352	-0.30669617652893066	12.480283737182617	3.5327445049398376	3.0603291988372803	-0.3066962957382202	0.0
gsm8k-001130	GSM8K	ood	tabpfn2	32	32	35	3.7095110416412354	1.9260090969777985	1.6909841299057007	-1.8123018741607666	1211.7491455078125	34.810187381107454	30.562410354614258	-1.8123023509979248	0.0
gsm8k-001144	GSM8K	ood	tabpfn2	32	32	33	8.83027172088623	2.971577311948358	2.51769757270813	-2.340357542037964	6559.9169921875	80.99331449068805	68.62236022949219	-2.340357542037964	0.0
gsm8k-001180	GSM8K	ood	tabpfn2	32	32	32	12.701095581054688	3.5638596466548296	2.9025464057922363	-1.9048771858215332	11081609.0	3328.9050752462135	2711.18994140625	-1.9048771858215332	0.0
gsm8k-001181	GSM8K	ood	tabpfn2	32	32	31	7.835011005401611	2.7991089663322524	2.749631881713867	-24.565120697021484	65.73887634277344	8.10795142701123	7.964635372161865	-24.56511688232422	0.0
gsm8k-001196	GSM8K	ood	tabpfn2	32	32	29	1.202299952507019	1.0964943923737225	1.013526439666748	-2.2879881858825684	5760.5556640625	75.89832451419794	70.15535736083984	-2.2879884243011475	0.0
gsm8k-001229	GSM8K	ood	tabpfn2	32	32	25	2.8863353729248047	1.698921826607924	1.4048407077789307	-0.9903290271759033	29035.953125	170.3993929713366	140.9034881591797	-0.9903295040130615	0.0
gsm8k-001236	GSM8K	ood	tabpfn2	32	32	37	3.9033992290496826	1.9757022116325331	1.821262001991272	-6.6606669425964355	3328.794189453125	57.69570338814776	53.185638427734375	-6.660666465759277	0.0
gsm8k-001261	GSM8K	ood	tabpfn2	32	32	46	7.971219539642334	2.8233348259889994	2.5741806030273438	-3.1309409141540527	301967.90625	549.516065506733	501.0221862792969	-3.1309409141540527	0.0
gsm8k-001264	GSM8K	ood	tabpfn2	32	32	58	11.842496871948242	3.441292907026114	3.0798916816711426	-3.73832368850708	3686.028564453125	60.712672190022445	54.33669662475586	-3.7383227348327637	0.0
gsm8k-001270	GSM8K	ood	tabpfn2	32	32	30	4.668382167816162	2.160643924346666	1.4480631351470947	-0.331443190574646	17291636.0	4158.321295907761	2786.90625	-0.331443190574646	0.0
gsm8k-001293	GSM8K	ood	tabpfn2	32	32	26	4.109346866607666	2.0271524033993265	1.7284660339355469	0.02531522512435913	12537091325952.0	3540775.526060922	3019067.5	0.02531534433364868	0.0
2024-I-1	AIME	ood	tabpfn2	32	32	15	0.00681618507951498	0.08256019064606732	0.07763413339853287	-0.22967851161956787	37.94443130493164	6.159905137656882	5.792366981506348	-0.22968065738677979	0.0
2024-I-14	AIME	ood	tabpfn2	32	32	23	229116.75	478.66141478084484	216.94503784179688	-0.25799286365509033	6.250062577515941e+19	7905733727.81802	3583137536.0	-0.2579927444458008	0.0
2024-I-3	AIME	ood	tabpfn2	32	32	25	1.137025237083435	1.0663138548679911	0.9040884375572205	-2.2132668495178223	197115.53125	443.9769490074907	376.4317932128906	-2.213266372680664	0.0
2024-I-4	AIME	ood	tabpfn2	32	32	30	31636.77734375	177.86730262684594	113.11617279052734	-0.6757634878158569	4725268.5	2173.7682719186055	1382.42578125	-0.6757638454437256	0.0
2024-I-7	AIME	ood	tabpfn2	32	32	39	14.928772926330566	3.863777028547399	3.483389139175415	-3.6615958213806152	3616538.0	1901.7197480175673	1714.495849609375	-3.6615958213806152	0.0
2024-I-8	AIME	ood	tabpfn2	32	32	30	89.77064514160156	9.47473720699427	7.78456974029541	-1.9026694297790527	19469373440.0	139532.696669992	114641.9140625	-1.9026694297790527	0.0
2024-II-1	AIME	ood	tabpfn2	32	32	59	185.62014770507812	13.624248518912085	11.454489707946777	-2.3918161392211914	340902.5625	583.8686174988343	490.8833923339844	-2.3918161392211914	0.0
2024-II-10	AIME	ood	tabpfn2	32	32	17	0.3697983920574188	0.608110509740967	0.4751758873462677	0.3639126420021057	3010809.25	1735.168363588963	1355.855712890625	0.36391252279281616	0.0
2024-II-13	AIME	ood	tabpfn2	32	32	30	47.78330612182617	6.912547006843872	6.0909528732299805	-3.444645404815674	10297690.0	3209.001402305708	2827.59375	-3.444645881652832	0.0
2024-II-14	AIME	ood	tabpfn2	32	32	16	1.0922883749008179	1.0451260091016863	0.5939871668815613	-19215740305408.0	66194392.0	8135.99360865039	4624.0126953125	0.0	0.0
2024-II-4	AIME	ood	tabpfn2	32	32	71	306.6919860839844	17.512623620805204	12.770060539245605	-1.0509090423583984	5712252.0	2390.0317989516375	1742.7913818359375	-1.0509090423583984	0.0
2024-II-6	AIME	ood	tabpfn2	32	32	10	6.306653022766113	2.511305043750383	2.442923069000244	-13.356348991394043	1717.4881591796875	41.44258871233417	40.31412124633789	-13.356348991394043	0.0
2024-II-8	AIME	ood	tabpfn2	32	32	23	563.2069702148438	23.731982011935788	15.639266967773438	-0.7641869783401489	165594912.0	12868.368661178463	8480.1962890625	-0.7641866207122803	0.0
2024-II-9	AIME	ood	tabpfn2	32	32	32	178.72813415527344	13.368924195883281	10.321002006530762	-1.4012477397918701	16581165.0	4071.9976669934376	3143.640869140625	-1.4012477397918701	0.0
gsm8k-000007	GSM8K	random	tabpfn2	64	64	35	0.0028537025209516287	0.05342005729079321	0.03593062609434128	0.9927955269813538	13.831639289855957	3.7190911913874816	2.501481294631958	0.9927955269813538	0.23076923076923078
